,date,city_name,ww_raw,hosp_raw,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,theme1_socioeconomic_status,theme2_minority_status_and_language,theme3_housing_type_and _transport,theme4_epidemiological_factors,theme5_healthcare_system,theme6_high_risk_environments,theme7_population_density,ccvi_std,TARGET0,TARGET1,TARGET2
3,2021-01-29,San Francisco,16.378613619010537,5.316484670503486,16.593730768616677,16.434780795107248,16.43582239838265,5.42788257090268,5.482026848616839,5.417580787374854,1.7,2.2,2.4,2.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,5.316484670503486,5.156177599386914,5.018382980887082
3,2021-01-29,Houston,13.88320173,7.12585757305693,13.953990797142856,14.00242490142857,14.00023865857143,7.199038004153818,7.230149288943995,7.146209591533439,0.0,0.7,1.0,1.3,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,7.12585757305693,7.07761860085405,6.947662569573992
4,2021-02-05,Denver,11.053070562737425,5.139154144897234,11.084401150162668,11.18601318598677,11.23290033649326,5.231108616854587,5.419269976965699,5.456236447229389,9.9,0.8,1.5,2.1,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.139154144897234,5.046186278360574,5.009682459340984
4,2021-02-05,San Francisco,16.23858198767695,5.156177599386914,16.378613619010537,16.593730768616677,16.434780795107248,5.316484670503486,5.42788257090268,5.482026848616839,2.5,2.2,2.5,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,5.156177599386914,5.018382980887082,4.820281565605037
0,2021-02-05,NYC,16.12999155775258,9.087626449453856,16.051961182001822,16.039787593950667,15.981599510393664,9.142382678792956,9.171252983268136,9.161010061954242,1.9,4.3,4.7,4.9,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,9.087626449453856,9.005159521036145,8.912652856041449
4,2021-02-05,Houston,13.81031378857143,7.07761860085405,13.88320173,13.953990797142856,14.00242490142857,7.12585757305693,7.199038004153818,7.230149288943995,0.0,1.0,1.2,1.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,7.07761860085405,6.947662569573992,6.833570380792761
0,2021-02-12,Charlotte,16.522567032150068,5.721404076006021,16.54084367861595,16.74535422609357,17.064831271348,5.91440350097152,6.091309882077698,6.188948351641614,3.1,3.8,4.1,4.4,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.721404076006021,5.563242451877201,5.436628982345549
5,2021-02-12,San Francisco,16.058443487788146,5.018382980887082,16.23858198767695,16.378613619010537,16.593730768616677,5.156177599386914,5.316484670503486,5.42788257090268,3.5,2.2,2.5,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,5.018382980887082,4.820281565605037,4.613468988802786
1,2021-02-12,NYC,16.13527044019352,9.005159521036145,16.12999155775258,16.051961182001822,16.039787593950667,9.087626449453856,9.142382678792956,9.171252983268136,3.2,4.5,5.0,5.2,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,9.005159521036145,8.912652856041449,8.797598854897242
5,2021-02-12,Denver,10.983476668078449,5.046186278360574,11.053070562737425,11.084401150162668,11.18601318598677,5.139154144897234,5.231108616854587,5.419269976965699,10.4,0.6,1.4,2.0,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.046186278360574,5.009682459340984,5.053512318452648
5,2021-02-12,Houston,13.741252978571428,6.947662569573992,13.81031378857143,13.88320173,13.953990797142856,7.07761860085405,7.12585757305693,7.199038004153818,0.0,1.2,1.4,1.7,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.947662569573992,6.833570380792761,6.784618652684048
6,2021-02-19,Denver,10.851696437116656,5.009682459340984,10.983476668078449,11.053070562737425,11.084401150162668,5.046186278360574,5.139154144897234,5.231108616854587,11.2,0.6,1.3,1.9,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.009682459340984,5.053512318452648,4.839677495952616
6,2021-02-19,San Francisco,15.71824411252949,4.820281565605037,16.058443487788146,16.23858198767695,16.378613619010537,5.018382980887082,5.156177599386914,5.316484670503486,4.8,2.1,2.5,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,4.820281565605037,4.613468988802786,4.375757021660286
1,2021-02-19,Charlotte,16.305825763443643,5.563242451877201,16.522567032150068,16.54084367861595,16.74535422609357,5.721404076006021,5.91440350097152,6.091309882077698,4.8,4.1,4.5,4.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.563242451877201,5.436628982345549,5.294978465282522
2,2021-02-19,NYC,15.98183150607829,8.912652856041449,16.13527044019352,16.12999155775258,16.051961182001822,9.005159521036145,9.087626449453856,9.142382678792956,4.7,4.6,5.3,5.5,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.912652856041449,8.797598854897242,8.706490361946617
6,2021-02-19,Houston,13.672894928571427,6.833570380792761,13.741252978571428,13.81031378857143,13.88320173,6.947662569573992,7.07761860085405,7.12585757305693,0.0,1.8,1.9,2.2,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.833570380792761,6.784618652684048,6.680675419132121
2,2021-02-26,Charlotte,16.569343176985477,5.436628982345549,16.305825763443643,16.522567032150068,16.54084367861595,5.563242451877201,5.721404076006021,5.91440350097152,5.7,4.4,4.9,5.2,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.436628982345549,5.294978465282522,5.157137753085257
7,2021-02-26,San Francisco,15.245386506844785,4.613468988802786,15.71824411252949,16.058443487788146,16.23858198767695,4.820281565605037,5.018382980887082,5.156177599386914,6.7,2.0,2.5,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,4.613468988802786,4.375757021660286,4.140485718219956
3,2021-02-26,NYC,15.835864396941586,8.797598854897242,15.98183150607829,16.13527044019352,16.12999155775258,8.912652856041449,9.005159521036145,9.087626449453856,6.0,4.6,5.5,5.8,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.797598854897242,8.706490361946617,8.634946597004024
7,2021-02-26,Houston,13.605329462857142,6.784618652684048,13.672894928571427,13.741252978571428,13.81031378857143,6.833570380792761,6.947662569573992,7.07761860085405,0.0,2.1,2.2,2.5,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.784618652684048,6.680675419132121,6.646204968878183
7,2021-02-26,Denver,10.647868931987519,5.053512318452648,10.851696437116656,10.983476668078449,11.053070562737425,5.009682459340984,5.046186278360574,5.139154144897234,11.8,0.5,1.2,1.9,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.053512318452648,4.839677495952616,4.777922291765895
8,2021-03-05,Houston,13.54554269,6.680675419132121,13.605329462857142,13.672894928571427,13.741252978571428,6.784618652684048,6.833570380792761,6.947662569573992,0.0,2.3,2.5,2.7,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.680675419132121,6.646204968878183,6.585185947529916
8,2021-03-05,San Francisco,14.74817198267524,4.375757021660286,15.245386506844785,15.71824411252949,16.058443487788146,4.613468988802786,4.820281565605037,5.018382980887082,9.5,1.8,2.4,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,4.375757021660286,4.140485718219956,3.9415818076696905
8,2021-03-05,Denver,10.600141078675339,4.839677495952616,10.647868931987519,10.851696437116656,10.983476668078449,5.053512318452648,5.009682459340984,5.046186278360574,12.3,0.6,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,4.839677495952616,4.777922291765895,4.866434945122165
4,2021-03-05,NYC,15.879843080931444,8.706490361946617,15.835864396941586,15.98183150607829,16.13527044019352,8.797598854897242,8.912652856041449,9.005159521036145,7.4,4.6,5.6,6.1,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.706490361946617,8.634946597004024,8.596866600138078
3,2021-03-05,Charlotte,16.362366559569466,5.294978465282522,16.569343176985477,16.305825763443643,16.522567032150068,5.436628982345549,5.563242451877201,5.721404076006021,7.3,4.6,5.2,5.5,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.294978465282522,5.157137753085257,5.0084105990741445
9,2021-03-12,Houston,13.500228715714286,6.646204968878183,13.54554269,13.605329462857142,13.672894928571427,6.680675419132121,6.784618652684048,6.833570380792761,0.0,2.8,2.8,3.0,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.646204968878183,6.585185947529916,6.4559844179974615
5,2021-03-12,NYC,15.894665499947388,8.634946597004024,15.879843080931444,15.835864396941586,15.98183150607829,8.706490361946617,8.797598854897242,8.912652856041449,8.7,4.6,5.7,6.3,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.634946597004024,8.596866600138078,8.580606079266298
9,2021-03-12,San Francisco,14.759361152303434,4.140485718219956,14.74817198267524,15.245386506844785,15.71824411252949,4.375757021660286,4.613468988802786,4.820281565605037,11.6,1.6,2.4,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,4.140485718219956,3.9415818076696905,3.7803945629497098
4,2021-03-12,Charlotte,16.222415410217042,5.157137753085257,16.362366559569466,16.569343176985477,16.305825763443643,5.294978465282522,5.436628982345549,5.563242451877201,8.6,4.7,5.3,5.7,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.157137753085257,5.0084105990741445,4.892852258439873
9,2021-03-12,Denver,10.854041537330849,4.777922291765895,10.600141078675339,10.647868931987519,10.851696437116656,4.839677495952616,5.053512318452648,5.009682459340984,60.5,0.6,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,4.777922291765895,4.866434945122165,4.692657640111207
6,2021-03-19,NYC,15.775360461527749,8.596866600138078,15.894665499947388,15.879843080931444,15.835864396941586,8.634946597004024,8.706490361946617,8.797598854897242,10.7,4.7,5.9,6.6,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.596866600138078,8.580606079266298,8.565252930159797
10,2021-03-19,San Francisco,14.453518817286826,3.9415818076696905,14.759361152303434,14.74817198267524,15.245386506844785,4.140485718219956,4.375757021660286,4.613468988802786,15.0,1.4,2.3,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.9415818076696905,3.7803945629497098,3.6375861597263857
10,2021-03-19,Houston,13.469882864285713,6.585185947529916,13.500228715714286,13.54554269,13.605329462857142,6.646204968878183,6.680675419132121,6.784618652684048,0.0,3.0,3.0,3.2,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.585185947529916,6.4559844179974615,6.424405846500164
5,2021-03-19,Charlotte,15.548351860011966,5.0084105990741445,16.222415410217042,16.362366559569466,16.569343176985477,5.157137753085257,5.294978465282522,5.436628982345549,10.7,4.7,5.4,5.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.0084105990741445,4.892852258439873,4.844187086458591
10,2021-03-19,Denver,10.699489674923774,4.866434945122165,10.854041537330849,10.600141078675339,10.647868931987519,4.777922291765895,4.839677495952616,5.053512318452648,61.0,0.8,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,4.866434945122165,4.692657640111207,4.626372393638694
6,2021-03-26,Charlotte,15.607434402570846,4.892852258439873,15.548351860011966,16.222415410217042,16.362366559569466,5.0084105990741445,5.157137753085257,5.294978465282522,12.3,4.6,5.4,5.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,4.892852258439873,4.844187086458591,4.897839799950911
11,2021-03-26,Denver,10.556056198520373,4.692657640111207,10.699489674923774,10.854041537330849,10.600141078675339,4.866434945122165,4.777922291765895,4.839677495952616,61.5,0.9,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,4.692657640111207,4.626372393638694,4.706952880298034
11,2021-03-26,Houston,13.448304507142856,6.4559844179974615,13.469882864285713,13.500228715714286,13.54554269,6.585185947529916,6.646204968878183,6.680675419132121,0.0,3.2,3.2,3.4,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.4559844179974615,6.424405846500164,6.3148412056452
7,2021-03-26,NYC,15.643964710086845,8.580606079266298,15.775360461527749,15.894665499947388,15.879843080931444,8.596866600138078,8.634946597004024,8.706490361946617,13.5,4.6,6.0,6.8,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.580606079266298,8.565252930159797,8.5329681105316
0,2021-03-26,San Diego,13.82105372220284,4.624972813284271,13.862086314045639,14.1079858746944,13.682878697096866,4.7349445301113136,4.936527322045098,5.266384319371281,10.4,4.1,6.0,6.7,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,4.624972813284271,4.430816798843313,4.335421581447204
11,2021-03-26,San Francisco,14.114159048638689,3.7803945629497098,14.453518817286826,14.759361152303434,14.74817198267524,3.9415818076696905,4.140485718219956,4.375757021660286,18.7,1.2,2.1,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.7803945629497098,3.6375861597263857,3.491444259509933
12,2021-04-02,San Francisco,13.605460049820543,3.6375861597263857,14.114159048638689,14.453518817286826,14.759361152303434,3.7803945629497098,3.9415818076696905,4.140485718219956,23.2,0.9,1.9,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.6375861597263857,3.491444259509933,3.460513958818575
1,2021-04-02,San Diego,12.959750325830152,4.430816798843313,13.82105372220284,13.862086314045639,14.1079858746944,4.624972813284271,4.7349445301113136,4.936527322045098,12.1,3.5,5.8,6.6,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,4.430816798843313,4.335421581447204,4.292414475945132
12,2021-04-02,Denver,10.765450918194134,4.626372393638694,10.556056198520373,10.699489674923774,10.854041537330849,4.692657640111207,4.866434945122165,4.777922291765895,62.1,1.0,1.2,1.7,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,4.626372393638694,4.706952880298034,5.015385896854854
7,2021-04-02,Charlotte,15.909490158090133,4.844187086458591,15.607434402570846,15.548351860011966,16.222415410217042,4.892852258439873,5.0084105990741445,5.157137753085257,13.6,4.4,5.4,6.0,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,4.844187086458591,4.897839799950911,4.969813299576001
8,2021-04-02,NYC,15.67313597565085,8.565252930159797,15.643964710086845,15.775360461527749,15.894665499947388,8.580606079266298,8.596866600138078,8.634946597004024,17.0,4.4,6.0,7.0,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.565252930159797,8.5329681105316,8.471253959474792
12,2021-04-02,Houston,13.430403104285714,6.424405846500164,13.448304507142856,13.469882864285713,13.500228715714286,6.4559844179974615,6.585185947529916,6.646204968878183,0.0,3.3,3.4,3.5,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.424405846500164,6.3148412056452,6.336193420028314
13,2021-04-09,San Francisco,13.720773672107814,3.491444259509933,13.605460049820543,14.114159048638689,14.453518817286826,3.6375861597263857,3.7803945629497098,3.9415818076696905,29.4,0.8,1.7,2.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.491444259509933,3.460513958818575,3.4339872044851463
13,2021-04-09,Houston,13.417823397142858,6.3148412056452,13.430403104285714,13.448304507142856,13.469882864285713,6.424405846500164,6.4559844179974615,6.585185947529916,0.0,3.4,3.5,3.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.3148412056452,6.336193420028314,6.2766434893416445
9,2021-04-09,NYC,15.644600110901283,8.5329681105316,15.67313597565085,15.643964710086845,15.775360461527749,8.565252930159797,8.580606079266298,8.596866600138078,20.1,4.2,5.9,7.0,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.5329681105316,8.471253959474792,8.369157112588834
8,2021-04-09,Charlotte,15.991666123144055,4.897839799950911,15.909490158090133,15.607434402570846,15.548351860011966,4.844187086458591,4.892852258439873,5.0084105990741445,16.2,4.1,5.3,6.0,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,4.897839799950911,4.969813299576001,5.064702515366531
13,2021-04-09,Denver,10.82078128124075,4.706952880298034,10.765450918194134,10.556056198520373,10.699489674923774,4.626372393638694,4.692657640111207,4.866434945122165,62.8,1.2,1.3,1.7,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,4.706952880298034,5.015385896854854,5.039731668583895
2,2021-04-09,San Diego,12.817225539428689,4.335421581447204,12.959750325830152,13.82105372220284,13.862086314045639,4.430816798843313,4.624972813284271,4.7349445301113136,13.5,2.8,5.4,6.6,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,4.335421581447204,4.292414475945132,4.353039097745482
10,2021-04-16,NYC,15.636561455003966,8.471253959474792,15.644600110901283,15.67313597565085,15.643964710086845,8.5329681105316,8.565252930159797,8.580606079266298,23.7,3.9,5.8,7.0,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.471253959474792,8.369157112588834,8.225726187361484
14,2021-04-16,San Francisco,13.604719421332671,3.460513958818575,13.720773672107814,13.605460049820543,14.114159048638689,3.491444259509933,3.6375861597263857,3.7803945629497098,35.1,0.6,1.5,2.4,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.460513958818575,3.4339872044851463,3.367295829986474
14,2021-04-16,Houston,13.411933348571429,6.336193420028314,13.417823397142858,13.430403104285714,13.448304507142856,6.3148412056452,6.424405846500164,6.4559844179974615,0.0,3.3,3.6,3.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,6.336193420028314,6.2766434893416445,6.244305587301501
3,2021-04-16,San Diego,12.627629619272493,4.292414475945132,12.817225539428689,12.959750325830152,13.82105372220284,4.335421581447204,4.430816798843313,4.624972813284271,14.8,2.2,4.9,6.5,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,4.292414475945132,4.353039097745482,4.129435881987393
14,2021-04-16,Denver,11.180338769846198,5.015385896854854,10.82078128124075,10.765450918194134,10.556056198520373,4.706952880298034,4.626372393638694,4.692657640111207,63.3,1.3,1.4,1.7,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.015385896854854,5.039731668583895,5.084947327060807
9,2021-04-16,Charlotte,15.878000055572262,4.969813299576001,15.991666123144055,15.909490158090133,15.607434402570846,4.897839799950911,4.844187086458591,4.892852258439873,20.1,3.8,5.2,5.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,4.969813299576001,5.064702515366531,5.0896518344144805
4,2021-04-23,San Diego,12.705568833015116,4.353039097745482,12.627629619272493,12.817225539428689,12.959750325830152,4.292414475945132,4.335421581447204,4.430816798843313,16.5,1.7,4.3,6.3,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,4.353039097745482,4.129435881987393,3.9968892260976343
