,date,sd_covid_ww_smooth,sd_hospitalizations,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,delta_majority,omicron_majority,TARGET0,TARGET1,TARGET2
76,2022-08-12,14818400.083333336,155.00000000000003,17543201.750000004,16652408.500000002,12770252.41666667,190.07142857142856,208.57142857142856,207.57142857142856,77.3,4.0,4.4,4.7,0,1,155.00000000000003,138.21428571428572,130.71428571428572
77,2022-08-19,10829196.583333336,138.21428571428572,14818400.083333336,17543201.750000004,16652408.500000002,155.00000000000003,190.07142857142856,208.57142857142856,77.4,4.0,4.6,4.9,0,1,138.21428571428572,130.71428571428572,111.14285714285712
78,2022-08-26,7756380.250000003,130.71428571428572,10829196.583333336,14818400.083333336,17543201.750000004,138.21428571428572,155.00000000000003,190.07142857142856,77.5,4.0,4.7,5.0,0,1,130.71428571428572,111.14285714285712,104.0
79,2022-09-02,6834811.583333336,111.14285714285712,7756380.250000003,10829196.583333336,14818400.083333336,130.71428571428572,138.21428571428572,155.00000000000003,77.6,3.9,4.8,5.1,0,1,111.14285714285712,104.0,89.26190476190476
80,2022-09-09,6368933.083333336,104.0,6834811.583333336,7756380.250000003,10829196.583333336,111.14285714285712,130.71428571428572,138.21428571428572,77.7,3.7,4.8,5.2,0,1,104.0,89.26190476190476,88.42857142857144
81,2022-09-16,5619481.222222225,89.26190476190476,6368933.083333336,6834811.583333336,7756380.250000003,104.0,111.14285714285712,130.71428571428572,77.8,3.5,4.7,5.3,0,1,89.26190476190476,88.42857142857144,95.57142857142858
82,2022-09-23,5061764.000000003,88.42857142857144,5619481.222222225,6368933.083333336,6834811.583333336,89.26190476190476,104.0,111.14285714285712,77.9,3.4,4.5,5.3,0,1,88.42857142857144,95.57142857142858,82.42857142857143
83,2022-09-30,4712829.500000003,95.57142857142858,5061764.000000003,5619481.222222225,6368933.083333336,88.42857142857144,89.26190476190476,104.0,78.0,3.0,4.3,5.2,0,1,95.57142857142858,82.42857142857143,66.85714285714286
84,2022-10-07,4343896.833333335,82.42857142857143,4712829.500000003,5061764.000000003,5619481.222222225,95.57142857142858,88.42857142857144,89.26190476190476,78.1,2.8,4.1,5.1,0,1,82.42857142857143,66.85714285714286,62.142857142857146
85,2022-10-14,3240220.2777777803,66.85714285714286,4343896.833333335,4712829.500000003,5061764.000000003,82.42857142857143,95.57142857142858,88.42857142857144,78.3,2.4,3.7,5.0,0,1,66.85714285714286,62.142857142857146,57.57142857142858
86,2022-10-21,2041852.0000000026,62.142857142857146,3240220.2777777803,4343896.833333335,4712829.500000003,66.85714285714286,82.42857142857143,95.57142857142858,78.7,2.1,3.7,4.8,0,1,62.142857142857146,57.57142857142858,62.85714285714285
87,2022-10-28,1465939.444444447,57.57142857142858,2041852.0000000026,3240220.2777777803,4343896.833333335,62.142857142857146,66.85714285714286,82.42857142857143,78.8,1.7,3.3,4.6,0,1,57.57142857142858,62.85714285714285,75.57142857142856
