,date,city_name,ww_raw,hosp_raw,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,theme1_socioeconomic_status,theme2_minority_status_and_language,theme3_housing_type_and _transport,theme4_epidemiological_factors,theme5_healthcare_system,theme6_high_risk_environments,theme7_population_density,TARGET0,TARGET1,TARGET2
0,2021-02-05,NYC,637115.550534294,556.8752280920894,589291.319403815,582161.0183697755,549252.8992297743,588.2178880440606,605.4474319480237,599.2775343746192,1.9,4.3,4.7,4.9,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,556.8752280920894,512.7940381161159,467.4851644393123
4,2021-02-05,San Francisco,1302693.5433339023,20.036192176530978,1498501.6496933806,1858152.767110248,1585076.8386015652,23.519910508857688,26.29148752463142,27.754264282956452,2.5,2.2,2.5,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,20.036192176530978,17.45708578685264,14.319814581497651
4,2021-02-05,Houston,31025.815441681876,36.96160626515265,33371.677311277264,35819.64989911723,37597.2431405058,38.78830088529641,41.7332890411867,43.05207344987585,0.0,1.0,1.2,1.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,36.96160626515265,32.457244653042075,28.957565082010568
1,2021-02-12,NYC,640487.7013899684,512.7940381161159,637115.550534294,589291.319403815,582161.0183697755,556.8752280920894,588.2178880440606,605.4474319480237,3.2,4.5,5.0,5.2,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,512.7940381161159,467.4851644393123,416.6779466664818
5,2021-02-12,San Francisco,1087950.4198972923,17.45708578685264,1302693.5433339023,1498501.6496933806,1858152.767110248,20.036192176530978,23.519910508857688,26.29148752463142,3.5,2.2,2.5,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,17.45708578685264,14.319814581497651,11.644472878771605
5,2021-02-12,Houston,28955.460487813994,32.457244653042075,31025.815441681876,33371.677311277264,35819.64989911723,36.96160626515265,38.78830088529641,41.7332890411867,0.0,1.2,1.4,1.7,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,32.457244653042075,28.957565082010568,27.574178058706575
0,2021-02-12,Charlotte,1590037.4773061755,20.40808386484543,1619365.220168563,1986838.6958491656,2734700.232836076,20.62535239819239,21.085153247833617,21.56516512383271,3.1,3.8,4.1,4.4,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,20.40808386484543,19.34700498105797,19.245949849268694
5,2021-02-12,Denver,4207.519859513455,11.104364801245648,4510.767253432326,4654.329441804606,5152.128266844417,12.186223871955242,13.359938901498671,16.12582388416188,10.4,0.6,1.4,2.0,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,11.104364801245648,10.706322312965703,11.186014542431279
1,2021-02-19,Charlotte,1280200.002758805,19.34700498105797,1590037.4773061755,1619365.220168563,1986838.6958491656,20.40808386484543,20.62535239819239,21.085153247833617,4.8,4.1,4.5,4.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,19.34700498105797,19.245949849268694,20.776935095876315
2,2021-02-19,NYC,549380.3383142509,467.4851644393123,640487.7013899684,637115.550534294,589291.319403815,512.7940381161159,556.8752280920894,588.2178880440606,4.7,4.6,5.3,5.5,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,467.4851644393123,416.6779466664818,380.3930728419366
6,2021-02-19,San Francisco,774216.4465269647,14.319814581497651,1087950.4198972923,1302693.5433339023,1498501.6496933806,17.45708578685264,20.036192176530978,23.519910508857688,4.8,2.1,2.5,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,14.319814581497651,11.644472878771605,9.180848864750507
6,2021-02-19,Denver,3688.0325668157693,10.706322312965703,4207.519859513455,4510.767253432326,4654.329441804606,11.104364801245648,12.186223871955242,13.359938901498671,11.2,0.6,1.3,1.9,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,10.706322312965703,11.186014542431279,9.032502618660292
6,2021-02-19,Houston,27042.258013896542,28.957565082010568,28955.460487813994,31025.815441681876,33371.677311277264,32.457244653042075,36.96160626515265,38.78830088529641,0.0,1.8,1.9,2.2,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,28.957565082010568,27.574178058706575,24.851957539419175
7,2021-02-26,San Francisco,482506.2506870025,11.644472878771605,774216.4465269647,1087950.4198972923,1302693.5433339023,14.319814581497651,17.45708578685264,20.036192176530978,6.7,2.0,2.5,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,11.644472878771605,9.180848864750507,7.256142603796525
2,2021-02-26,Charlotte,1666180.2504216905,19.245949849268694,1280200.002758805,1590037.4773061755,1619365.220168563,19.34700498105797,20.40808386484543,20.62535239819239,5.7,4.4,4.9,5.2,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,19.245949849268694,20.776935095876315,22.262445533178745
7,2021-02-26,Denver,3007.970596703453,11.186014542431279,3688.0325668157693,4207.519859513455,4510.767253432326,10.706322312965703,11.104364801245648,12.186223871955242,11.8,0.5,1.2,1.9,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,11.186014542431279,9.032502618660292,8.491573083305497
7,2021-02-26,Houston,25275.493461243143,27.574178058706575,27042.258013896542,28955.460487813994,31025.815441681876,28.957565082010568,32.457244653042075,36.96160626515265,0.0,2.1,2.2,2.5,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,27.574178058706575,24.851957539419175,24.009895873060223
3,2021-02-26,NYC,474766.86656775034,416.6779466664818,549380.3383142509,640487.7013899684,637115.550534294,467.4851644393123,512.7940381161159,556.8752280920894,6.0,4.6,5.5,5.8,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,416.6779466664818,380.3930728419366,354.1290360626313
8,2021-03-05,Houston,23808.639417596587,24.851957539419175,25275.493461243143,27042.258013896542,28955.460487813994,27.574178058706575,28.957565082010568,32.457244653042075,0.0,2.3,2.5,2.7,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,24.851957539419175,24.009895873060223,22.588638351533746
8,2021-03-05,San Francisco,293471.1539040598,9.180848864750507,482506.2506870025,774216.4465269647,1087950.4198972923,11.644472878771605,14.319814581497651,17.45708578685264,9.5,1.8,2.4,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,9.180848864750507,7.256142603796525,5.947342346347812
3,2021-03-05,Charlotte,1354668.9593044417,20.776935095876315,1666180.2504216905,1280200.002758805,1590037.4773061755,19.245949849268694,19.34700498105797,20.40808386484543,7.3,4.6,5.2,5.5,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,20.776935095876315,22.262445533178745,22.61108573785177
8,2021-03-05,Denver,2867.7787565540502,9.032502618660292,3007.970596703453,3688.0325668157693,4207.519859513455,11.186014542431279,10.706322312965703,11.104364801245648,12.3,0.6,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,9.032502618660292,8.491573083305497,9.277451842217182
4,2021-03-05,NYC,496112.4229988243,380.3930728419366,474766.86656775034,549380.3383142509,640487.7013899684,416.6779466664818,467.4851644393123,512.7940381161159,7.4,4.6,5.6,6.1,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,380.3930728419366,354.1290360626313,340.8973339536807
9,2021-03-12,Denver,3696.6915218685053,8.491573083305497,2867.7787565540502,3007.970596703453,3688.0325668157693,9.032502618660292,11.186014542431279,10.706322312965703,60.5,0.6,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,8.491573083305497,9.277451842217182,7.797550283227644
9,2021-03-12,San Francisco,296773.2920665391,7.256142603796525,293471.1539040598,482506.2506870025,774216.4465269647,9.180848864750507,11.644472878771605,14.319814581497651,11.6,1.6,2.4,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,7.256142603796525,5.947342346347812,5.0619774663089805
4,2021-03-12,Charlotte,1177750.1484626206,22.262445533178745,1354668.9593044417,1666180.2504216905,1280200.002758805,20.776935095876315,19.245949849268694,19.34700498105797,8.6,4.7,5.3,5.7,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,22.262445533178745,22.61108573785177,23.59637327279727
9,2021-03-12,Houston,22753.85408235871,24.009895873060223,23808.639417596587,25275.493461243143,27042.258013896542,24.851957539419175,27.574178058706575,28.957565082010568,0.0,2.8,2.8,3.0,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,24.009895873060223,22.588638351533746,19.850824097684143
5,2021-03-12,NYC,503520.7784492015,354.1290360626313,496112.4229988243,474766.86656775034,549380.3383142509,380.3930728419366,416.6779466664818,467.4851644393123,8.7,4.6,5.7,6.3,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,354.1290360626313,340.8973339536807,335.39898985765353
10,2021-03-19,San Francisco,218574.34009289244,5.947342346347812,296773.2920665391,293471.1539040598,482506.2506870025,7.256142603796525,9.180848864750507,11.644472878771605,15.0,1.4,2.3,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,5.947342346347812,5.0619774663089805,4.388330274975084
5,2021-03-19,Charlotte,600220.8635696603,22.61108573785177,1177750.1484626206,1354668.9593044417,1666180.2504216905,22.262445533178745,20.776935095876315,19.245949849268694,10.7,4.7,5.4,5.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,22.61108573785177,23.59637327279727,25.19304435506792
10,2021-03-19,Houston,22073.740510242398,22.588638351533746,22753.85408235871,23808.639417596587,25275.493461243143,24.009895873060223,24.851957539419175,27.574178058706575,0.0,3.0,3.0,3.2,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,22.588638351533746,19.850824097684143,19.23375774429412
6,2021-03-19,NYC,446893.3345229429,340.8973339536807,503520.7784492015,496112.4229988243,474766.86656775034,354.1290360626313,380.3930728419366,416.6779466664818,10.7,4.7,5.9,6.6,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,340.8973339536807,335.39898985765353,330.2888876157355
10,2021-03-19,Denver,3167.321803777505,9.277451842217182,3696.6915218685053,2867.7787565540502,3007.970596703453,8.491573083305497,9.032502618660292,11.186014542431279,61.0,0.8,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,9.277451842217182,7.797550283227644,7.2974456184656615
7,2021-03-26,NYC,391867.6634169182,335.39898985765353,446893.3345229429,503520.7784492015,496112.4229988243,340.8973339536807,354.1290360626313,380.3930728419366,13.5,4.6,6.0,6.8,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,335.39898985765353,330.2888876157355,319.79586453171436
11,2021-03-26,Denver,2744.099300782235,7.797550283227644,3167.321803777505,3696.6915218685053,2867.7787565540502,9.277451842217182,8.491573083305497,9.032502618660292,61.5,0.9,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,7.797550283227644,7.2974456184656615,7.909818677357884
6,2021-03-26,Charlotte,636751.988019712,23.59637327279727,600220.8635696603,1177750.1484626206,1354668.9593044417,22.61108573785177,22.262445533178745,20.776935095876315,12.3,4.6,5.4,5.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,23.59637327279727,25.19304435506792,27.775002972284067
11,2021-03-26,San Francisco,155674.3643058963,5.0619774663089805,218574.34009289244,296773.2920665391,293471.1539040598,5.947342346347812,7.256142603796525,9.180848864750507,18.7,1.2,2.1,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,5.0619774663089805,4.388330274975084,3.7916713340793478
11,2021-03-26,Houston,21602.527736707365,19.850824097684143,22073.740510242398,22753.85408235871,23808.639417596587,22.588638351533746,24.009895873060223,24.851957539419175,0.0,3.2,3.2,3.4,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,19.850824097684143,19.23375774429412,17.23775972033216
0,2021-03-26,San Diego,72479.16610605601,7.3520083957052735,75515.03301516274,96566.44389600705,63125.45729812571,8.206653629379694,10.039507263042916,13.962637793524301,10.4,4.1,6.0,6.7,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,7.3520083957052735,6.054595149404343,5.503709366252758
12,2021-04-02,Denver,3383.286644990702,7.2974456184656615,2744.099300782235,3167.321803777505,3696.6915218685053,7.797550283227644,9.277451842217182,8.491573083305497,62.1,1.0,1.2,1.7,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,7.2974456184656615,7.909818677357884,10.767559618854927
7,2021-04-02,Charlotte,861294.0705850894,25.19304435506792,636751.988019712,600220.8635696603,1177750.1484626206,23.59637327279727,22.61108573785177,22.262445533178745,13.6,4.4,5.4,6.0,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,25.19304435506792,27.775002972284067,28.649129862261344
1,2021-04-02,San Diego,30630.485174891302,6.054595149404343,72479.16610605601,75515.03301516274,96566.44389600705,7.3520083957052735,8.206653629379694,10.039507263042916,12.1,3.5,5.8,6.6,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,6.054595149404343,5.503709366252758,5.2720284294133055
12,2021-04-02,Houston,21219.252998015534,19.23375774429412,21602.527736707365,22073.740510242398,22753.85408235871,19.850824097684143,22.588638351533746,24.009895873060223,0.0,3.3,3.4,3.5,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,19.23375774429412,17.23775972033216,17.609781673458997
8,2021-04-02,NYC,403467.3046394722,330.2888876157355,391867.6634169182,446893.3345229429,503520.7784492015,335.39898985765353,340.8973339536807,354.1290360626313,17.0,4.4,6.0,7.0,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,330.2888876157355,319.79586453171436,300.65659042645945
12,2021-04-02,San Francisco,93603.46653823076,4.388330274975084,155674.3643058963,218574.34009289244,296773.2920665391,5.0619774663089805,5.947342346347812,7.256142603796525,23.2,0.9,1.9,2.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,4.388330274975084,3.7916713340793478,3.676188958422111
2,2021-04-09,San Diego,26561.71714725416,5.503709366252758,30630.485174891302,72479.16610605601,75515.03301516274,6.054595149404343,7.3520083957052735,8.206653629379694,13.5,2.8,5.4,6.6,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,5.503709366252758,5.2720284294133055,5.6015302062516374
8,2021-04-09,Charlotte,935061.1765030447,27.775002972284067,861294.0705850894,636751.988019712,600220.8635696603,25.19304435506792,23.59637327279727,22.61108573785177,16.2,4.1,5.3,6.0,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,27.775002972284067,28.649129862261344,30.291275753837173
13,2021-04-09,San Francisco,105044.18180497992,3.7916713340793478,93603.46653823076,155674.3643058963,218574.34009289244,4.388330274975084,5.0619774663089805,5.947342346347812,29.4,0.8,1.7,2.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,3.7916713340793478,3.676188958422111,3.579953645374411
13,2021-04-09,Houston,20953.992954429017,17.23775972033216,21219.252998015534,21602.527736707365,22073.740510242398,19.23375774429412,19.850824097684143,22.588638351533746,0.0,3.4,3.5,3.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,17.23775972033216,17.609781673458997,16.59173357418376
9,2021-04-09,NYC,392116.7355713503,319.79586453171436,403467.3046394722,391867.6634169182,446893.3345229429,330.2888876157355,335.39898985765353,340.8973339536807,20.1,4.2,5.9,7.0,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,319.79586453171436,300.65659042645945,271.4754932297967
13,2021-04-09,Denver,3575.7608556647933,7.909818677357884,3383.286644990702,2744.099300782235,3167.321803777505,7.2974456184656615,7.797550283227644,9.277451842217182,62.8,1.2,1.3,1.7,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,7.909818677357884,10.767559618854927,11.032921277708223
14,2021-04-16,San Francisco,93534.16681019313,3.676188958422111,105044.18180497992,93603.46653823076,155674.3643058963,3.7916713340793478,4.388330274975084,5.0619774663089805,35.1,0.6,1.5,2.4,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,3.676188958422111,3.579953645374411,3.3489888940599335
3,2021-04-16,San Diego,21974.33220057945,5.2720284294133055,26561.71714725416,30630.485174891302,72479.16610605601,5.503709366252758,6.054595149404343,7.3520083957052735,14.8,2.2,4.9,6.5,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,5.2720284294133055,5.6015302062516374,4.47916477889607
9,2021-04-16,Charlotte,834594.4255867148,28.649129862261344,935061.1765030447,861294.0705850894,636751.988019712,27.775002972284067,25.19304435506792,23.59637327279727,20.1,3.8,5.2,5.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,28.649129862261344,30.291275753837173,32.24163979737031
14,2021-04-16,Denver,5122.975737064971,10.767559618854927,3575.7608556647933,3383.286644990702,2744.099300782235,7.909818677357884,7.2974456184656615,7.797550283227644,63.3,1.3,1.4,1.7,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,10.767559618854927,11.032921277708223,11.543232160118407
10,2021-04-16,NYC,388977.27947210596,300.65659042645945,392116.7355713503,403467.3046394722,391867.6634169182,319.79586453171436,330.2888876157355,335.39898985765353,23.7,3.9,5.8,7.0,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,300.65659042645945,271.4754932297967,235.2011124283352
14,2021-04-16,Houston,20830.935680587318,17.609781673458997,20953.992954429017,21219.252998015534,21602.527736707365,17.23775972033216,19.23375774429412,19.850824097684143,0.0,3.3,3.6,3.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,17.609781673458997,16.59173357418376,16.0637742754349
15,2021-04-23,Denver,6638.135695541995,11.032921277708223,5122.975737064971,3575.7608556647933,3383.286644990702,10.767559618854927,7.909818677357884,7.2974456184656615,64.0,1.5,1.5,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,11.032921277708223,11.543232160118407,13.023133719107946
11,2021-04-23,NYC,298340.494416857,271.4754932297967,388977.27947210596,392116.7355713503,403467.3046394722,300.65659042645945,319.79586453171436,330.2888876157355,26.7,3.6,5.5,6.9,0.5418736603443198,0.8188880376518088,0.4869413801389473,0.212806482421212,0.417880577864599,0.5658506193208366,0.99180122504699,271.4754932297967,235.2011124283352,194.8764247164417
10,2021-04-23,Charlotte,611854.532451506,30.291275753837173,834594.4255867148,935061.1765030447,861294.0705850894,28.649129862261344,27.775002972284067,25.19304435506792,23.3,3.5,5.1,5.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,30.291275753837173,32.24163979737031,36.35963641778355
15,2021-04-23,Houston,20748.8165785406,16.59173357418376,20830.935680587318,20953.992954429017,21219.252998015534,17.609781673458997,17.23775972033216,19.23375774429412,56.6,3.1,3.6,3.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,16.59173357418376,16.0637742754349,16.048180540872693
15,2021-04-23,San Francisco,116996.76188590795,3.579953645374411,93534.16681019313,105044.18180497992,93603.46653823076,3.676188958422111,3.7916713340793478,4.388330274975084,38.7,0.5,1.3,2.2,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,3.579953645374411,3.3489888940599335,3.002541767088216
