,date,city_name,ww_raw,hosp_raw,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,theme1_socioeconomic_status,theme2_minority_status_and_language,theme3_housing_type_and _transport,theme4_epidemiological_factors,theme5_healthcare_system,theme6_high_risk_environments,theme7_population_density,ccvi_std,TARGET0,TARGET1,TARGET2
6,2021-02-19,San Francisco,774216.4465269647,14.319814581497651,1087950.4198972923,1302693.5433339023,1498501.6496933806,17.45708578685264,20.036192176530978,23.519910508857688,4.8,2.1,2.5,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,14.319814581497651,11.644472878771605,9.180848864750507
1,2021-02-19,Charlotte,1280200.002758805,27.65878957072639,1590037.4773061755,1619365.220168563,1986838.6958491656,32.398275251643696,39.295287996262175,46.89968666340562,4.8,4.1,4.5,4.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,27.65878957072639,24.36944503098527,21.150839083496646
2,2021-02-19,NYC,101812.67521329889,86.63563636103407,118696.9423038008,118072.00603306985,109209.0879928031,95.03240144019877,103.20164879952513,109.01015674104083,4.7,4.6,5.3,5.5,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,86.63563636103407,77.21990303233669,70.49549042377916
6,2021-02-19,Houston,27042.258013896542,28.957565082010568,28955.460487813994,31025.815441681876,33371.677311277264,32.457244653042075,36.96160626515265,38.78830088529641,0.0,1.8,1.9,2.2,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,28.957565082010568,27.574178058706575,24.851957539419175
2,2021-02-26,Charlotte,1666180.2504216905,24.36944503098527,1280200.002758805,1590037.4773061755,1619365.220168563,27.65878957072639,32.398275251643696,39.295287996262175,5.7,4.4,4.9,5.2,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,24.36944503098527,21.150839083496646,18.427403281775508
7,2021-02-26,San Francisco,482506.2506870025,11.644472878771605,774216.4465269647,1087950.4198972923,1302693.5433339023,14.319814581497651,17.45708578685264,20.036192176530978,6.7,2.0,2.5,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,11.644472878771605,9.180848864750507,7.256142603796525
3,2021-02-26,NYC,87985.10142576045,77.21990303233669,101812.67521329889,118696.9423038008,118072.00603306985,86.63563636103407,95.03240144019877,103.20164879952513,6.0,4.6,5.5,5.8,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,77.21990303233669,70.49549042377916,65.62816689595391
7,2021-02-26,Houston,25275.493461243143,27.574178058706575,27042.258013896542,28955.460487813994,31025.815441681876,28.957565082010568,32.457244653042075,36.96160626515265,0.0,2.1,2.2,2.5,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,27.574178058706575,24.851957539419175,24.009895873060223
7,2021-02-26,Denver,3007.970596703453,11.186014542431279,3688.0325668157693,4207.519859513455,4510.767253432326,10.706322312965703,11.104364801245648,12.186223871955242,11.8,0.5,1.2,1.9,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,11.186014542431279,9.032502618660292,8.491573083305497
8,2021-03-05,Houston,23808.639417596587,24.851957539419175,25275.493461243143,27042.258013896542,28955.460487813994,27.574178058706575,28.957565082010568,32.457244653042075,0.0,2.3,2.5,2.7,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,24.851957539419175,24.009895873060223,22.588638351533746
8,2021-03-05,San Francisco,293471.1539040598,9.180848864750507,482506.2506870025,774216.4465269647,1087950.4198972923,11.644472878771605,14.319814581497651,17.45708578685264,9.5,1.8,2.4,2.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,9.180848864750507,7.256142603796525,5.947342346347812
8,2021-03-05,Denver,2867.7787565540502,9.032502618660292,3007.970596703453,3688.0325668157693,4207.519859513455,11.186014542431279,10.706322312965703,11.104364801245648,12.3,0.6,1.1,1.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,9.032502618660292,8.491573083305497,9.277451842217182
4,2021-03-05,NYC,91940.91864854748,70.49549042377916,87985.10142576045,101812.67521329889,118696.9423038008,77.21990303233669,86.63563636103407,95.03240144019877,7.4,4.6,5.6,6.1,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,70.49549042377916,65.62816689595391,63.17603147102882
3,2021-03-05,Charlotte,1354668.9593044417,21.150839083496646,1666180.2504216905,1280200.002758805,1590037.4773061755,24.36944503098527,27.65878957072639,32.398275251643696,7.3,4.6,5.2,5.5,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,21.150839083496646,18.427403281775508,15.880813960685611
9,2021-03-12,Houston,22753.85408235871,24.009895873060223,23808.639417596587,25275.493461243143,27042.258013896542,24.851957539419175,27.574178058706575,28.957565082010568,0.0,2.8,2.8,3.0,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,24.009895873060223,22.588638351533746,19.850824097684143
5,2021-03-12,NYC,93313.85545522018,65.62816689595391,91940.91864854748,87985.10142576045,101812.67521329889,70.49549042377916,77.21990303233669,86.63563636103407,8.7,4.6,5.7,6.3,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,65.62816689595391,63.17603147102882,62.15706322149608
