,date,city_name,ww_raw,hosp_raw,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,theme1_socioeconomic_status,theme2_minority_status_and_language,theme3_housing_type_and _transport,theme4_epidemiological_factors,theme5_healthcare_system,theme6_high_risk_environments,theme7_population_density,ccvi_std,TARGET0,TARGET1,TARGET2
23,2021-06-18,Denver,1368.372095017029,5.062283953509046,2454.7744635127215,3472.907187004138,3850.3969044950127,6.685072559573436,8.593635259787533,10.267454954092944,67.8,2.7,3.3,3.5,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.062283953509046,3.980424882799452,3.929393794558433
23,2021-06-18,San Francisco,7671.943460034354,2.3096475131447813,7993.4923654784825,8910.910311775528,48692.45614706323,2.001694511392143,2.0401886366112243,2.155671012268464,65.2,0.2,0.3,0.6,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,2.3096475131447813,2.579106389678339,2.8100711409928167
13,2021-06-25,San Diego,38665.053071409624,2.4094817432332687,27420.45255215601,25636.933801651463,28329.522782576605,2.4197786735535285,3.1302668800671194,3.4185809348006595,37.1,0.4,0.7,1.6,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,2.4094817432332687,2.7080927282870686,2.934625199657483
24,2021-06-25,Houston,15022.872344260273,8.839419820402949,14812.810106252027,15367.330212548863,16366.413490107609,10.278498752857661,10.216123814608851,10.372061160230878,60.6,1.8,2.9,4.3,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,8.839419820402949,8.676799445682834,9.044366046077615
19,2021-06-25,Charlotte,368500.87709959503,6.154257525967252,364494.97419986693,302831.3003651408,170292.078468434,7.21533640975471,7.9934609245321795,9.408232769582122,42.7,1.4,2.2,4.1,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,6.154257525967252,5.482240899568529,5.376133011189784
24,2021-06-25,Denver,686.7472978273316,3.980424882799452,1368.372095017029,2454.7744635127215,3472.907187004138,5.062283953509046,6.685072559573436,8.593635259787533,68.2,2.8,3.4,3.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,3.980424882799452,3.929393794558433,3.725269441594359
24,2021-06-25,San Francisco,8161.186449529263,2.579106389678339,7671.943460034354,7993.4923654784825,8910.910311775528,2.3096475131447813,2.001694511392143,2.0401886366112243,66.1,0.2,0.3,0.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,2.579106389678339,2.8100711409928167,3.1180241427454547
20,2021-06-25,NYC,7940.448231906235,10.586380058122412,7466.810898241764,8840.193613254482,10522.040925417043,12.455136714231097,14.736147700303393,17.571368516751313,49.6,1.0,2.3,3.6,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,10.586380058122412,9.27572242418147,8.75845991583089
25,2021-07-02,Denver,768.5286992206233,3.929393794558433,686.7472978273316,1368.372095017029,2454.7744635127215,3.980424882799452,5.062283953509046,6.685072559573436,68.4,2.9,3.6,4.0,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,3.929393794558433,3.725269441594359,3.225164776832376
25,2021-07-02,San Francisco,11638.084097596633,2.8100711409928167,8161.186449529263,7671.943460034354,7993.4923654784825,2.579106389678339,2.3096475131447813,2.001694511392143,67.3,0.2,0.3,0.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,2.8100711409928167,3.1180241427454547,3.9648948975652094
21,2021-07-02,NYC,8654.300039463367,9.27572242418147,7940.448231906235,7466.810898241764,8840.193613254482,10.586380058122412,12.455136714231097,14.736147700303393,51.0,0.7,2.0,3.3,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,9.27572242418147,8.75845991583089,9.042370916654894
25,2021-07-02,Houston,16192.667371891152,8.676799445682834,15022.872344260273,14812.810106252027,15367.330212548863,8.839419820402949,10.278498752857661,10.216123814608851,61.0,3.2,3.9,5.5,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,8.676799445682834,9.044366046077615,10.715123320599341
20,2021-07-02,Charlotte,440646.37152875407,5.482240899568529,368500.87709959503,364494.97419986693,302831.3003651408,6.154257525967252,7.21533640975471,7.9934609245321795,43.5,1.3,2.0,3.5,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.482240899568529,5.376133011189784,5.765195268578519
14,2021-07-02,San Diego,89277.0316770652,2.7080927282870686,38665.053071409624,27420.45255215601,25636.933801651463,2.4094817432332687,2.4197786735535285,3.1302668800671194,39.2,0.4,0.7,1.3,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,2.7080927282870686,2.934625199657483,3.8304581555396657
15,2021-07-09,San Diego,90131.59453529541,2.934625199657483,89277.0316770652,38665.053071409624,27420.45255215601,2.7080927282870686,2.4094817432332687,2.4197786735535285,40.3,0.4,0.6,1.1,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,2.934625199657483,3.8304581555396657,6.219346038132417
26,2021-07-09,San Francisco,26431.601946003513,3.1180241427454547,11638.084097596633,8161.186449529263,7671.943460034354,2.8100711409928167,2.579106389678339,2.3096475131447813,67.8,0.2,0.3,0.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.1180241427454547,3.9648948975652094,5.7548717202524164
22,2021-07-09,NYC,13104.010761655685,8.75845991583089,8654.300039463367,7940.448231906235,7466.810898241764,9.27572242418147,10.586380058122412,12.455136714231097,52.1,0.6,1.7,3.0,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,8.75845991583089,9.042370916654894,10.129400022549536
26,2021-07-09,Denver,2194.2753019024703,3.725269441594359,768.5286992206233,686.7472978273316,1368.372095017029,3.929393794558433,3.980424882799452,5.062283953509046,69.3,3.0,3.6,4.1,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,3.725269441594359,3.225164776832376,3.9038782504379235
21,2021-07-09,Charlotte,484417.909219514,5.376133011189784,440646.37152875407,368500.87709959503,364494.97419986693,5.482240899568529,6.154257525967252,7.21533640975471,44.1,1.3,1.8,3.1,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.376133011189784,5.765195268578519,6.72016626398723
26,2021-07-09,Houston,18574.163784553166,9.044366046077615,16192.667371891152,15022.872344260273,14812.810106252027,8.676799445682834,8.839419820402949,10.278498752857661,61.4,4.5,5.1,6.3,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,9.044366046077615,10.715123320599341,15.780859376949216
23,2021-07-16,NYC,15851.673710995196,9.042370916654894,13104.010761655685,8654.300039463367,7940.448231906235,8.75845991583089,9.27572242418147,10.586380058122412,52.9,0.5,1.4,2.7,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,9.042370916654894,10.129400022549536,12.245120357457173
27,2021-07-16,Denver,2154.034737270015,3.225164776832376,2194.2753019024703,768.5286992206233,686.7472978273316,3.725269441594359,3.929393794558433,3.980424882799452,70.6,3.1,3.7,4.3,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,3.225164776832376,3.9038782504379235,5.342954938834648
16,2021-07-16,San Diego,142567.6480636828,3.8304581555396657,90131.59453529541,89277.0316770652,38665.053071409624,2.934625199657483,2.7080927282870686,2.4094817432332687,41.2,0.3,0.6,1.0,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,3.8304581555396657,6.219346038132417,8.309622935671369
22,2021-07-16,Charlotte,685052.9531416954,5.765195268578519,484417.909219514,440646.37152875407,368500.87709959503,5.376133011189784,5.482240899568529,6.154257525967252,44.6,1.2,1.6,2.7,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,5.765195268578519,6.72016626398723,9.302124881203378
27,2021-07-16,San Francisco,43615.82188416846,3.9648948975652094,26431.601946003513,11638.084097596633,8161.186449529263,3.1180241427454547,2.8100711409928167,2.579106389678339,68.3,0.3,0.4,0.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,3.9648948975652094,5.7548717202524164,8.410966360368915
27,2021-07-16,Houston,22448.691650579312,10.715123320599341,18574.163784553166,16192.667371891152,15022.872344260273,9.044366046077615,8.676799445682834,8.839419820402949,61.9,5.6,6.0,7.1,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,10.715123320599341,15.780859376949216,22.566361587873455
28,2021-07-23,Houston,27930.891376776613,15.780859376949216,22448.691650579312,18574.163784553166,16192.667371891152,10.715123320599341,9.044366046077615,8.676799445682834,62.2,6.2,6.5,7.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,15.780859376949216,22.566361587873455,29.850863304788188
24,2021-07-23,NYC,21528.07162098022,10.129400022549536,15851.673710995196,13104.010761655685,8654.300039463367,9.042370916654894,8.75845991583089,9.27572242418147,53.7,0.5,1.2,2.5,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,10.129400022549536,12.245120357457173,15.982633669674524
17,2021-07-23,San Diego,126879.48731994788,6.219346038132417,142567.6480636828,90131.59453529541,89277.0316770652,3.8304581555396657,2.934625199657483,2.7080927282870686,41.9,0.3,0.6,0.9,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,6.219346038132417,8.309622935671369,11.501671399822397
28,2021-07-23,Denver,825.2584290855164,3.9038782504379235,2154.034737270015,2194.2753019024703,768.5286992206233,3.225164776832376,3.725269441594359,3.929393794558433,71.4,3.9,4.6,5.2,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,3.9038782504379235,5.342954938834648,6.297236288941695
23,2021-07-23,Charlotte,1045328.7063220141,6.72016626398723,685052.9531416954,484417.909219514,440646.37152875407,5.765195268578519,5.376133011189784,5.482240899568529,45.2,1.0,1.5,2.3,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,6.72016626398723,9.302124881203378,13.369593935721964
28,2021-07-23,San Francisco,68359.58948038754,5.7548717202524164,43615.82188416846,26431.601946003513,11638.084097596633,3.9648948975652094,3.1180241427454547,2.8100711409928167,68.8,0.5,0.6,0.7,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,5.7548717202524164,8.410966360368915,11.028566875266332
29,2021-07-30,Houston,34732.4378911485,22.566361587873455,27930.891376776613,22448.691650579312,18574.163784553166,15.780859376949216,10.715123320599341,9.044366046077615,62.7,6.7,6.9,7.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,22.566361587873455,29.850863304788188,37.220016723612005
24,2021-07-30,Charlotte,2113586.160135903,9.302124881203378,1045328.7063220141,685052.9531416954,484417.909219514,6.72016626398723,5.765195268578519,5.376133011189784,45.7,0.9,1.4,2.1,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,9.302124881203378,13.369593935721964,20.584930345476675
18,2021-07-30,San Diego,189568.41310502702,8.309622935671369,126879.48731994788,142567.6480636828,90131.59453529541,6.219346038132417,3.8304581555396657,2.934625199657483,42.5,0.5,0.7,0.9,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,8.309622935671369,11.501671399822397,15.11589401142877
29,2021-07-30,Denver,778.5200759873321,5.342954938834648,825.2584290855164,2154.034737270015,2194.2753019024703,3.9038782504379235,3.225164776832376,3.725269441594359,72.0,5.4,6.1,6.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,5.342954938834648,6.297236288941695,6.838165824296493
29,2021-07-30,San Francisco,110714.35287853157,8.410966360368915,68359.58948038754,43615.82188416846,26431.601946003513,5.7548717202524164,3.9648948975652094,3.1180241427454547,69.2,0.7,0.8,0.9,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,8.410966360368915,11.028566875266332,12.93402607361077
25,2021-07-30,NYC,25212.65208607401,12.245120357457173,21528.07162098022,15851.673710995196,13104.010761655685,10.129400022549536,9.042370916654894,8.75845991583089,54.4,0.5,1.0,2.3,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,12.245120357457173,15.982633669674524,20.873292348252377
26,2021-08-06,NYC,34165.617498611355,15.982633669674524,25212.65208607401,21528.07162098022,15851.673710995196,12.245120357457173,10.129400022549536,9.042370916654894,55.2,0.6,1.0,2.1,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,15.982633669674524,20.873292348252377,25.742560471973658
25,2021-08-06,Charlotte,3950962.363178298,13.369593935721964,2113586.160135903,1045328.7063220141,685052.9531416954,9.302124881203378,6.72016626398723,5.765195268578519,46.2,0.8,1.4,1.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,13.369593935721964,20.584930345476675,27.694158866852636
19,2021-08-06,San Diego,168681.78172319543,11.501671399822397,189568.41310502702,126879.48731994788,142567.6480636828,8.309622935671369,6.219346038132417,3.8304581555396657,43.2,0.6,0.8,1.0,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,11.501671399822397,15.11589401142877,17.911510650321183
30,2021-08-06,Houston,41452.238702514194,29.850863304788188,34732.4378911485,27930.891376776613,22448.691650579312,22.566361587873455,15.780859376949216,10.715123320599341,63.0,6.9,7.1,7.7,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,29.850863304788188,37.220016723612005,44.86540201182343
30,2021-08-06,Denver,1414.4924616366145,6.297236288941695,778.5200759873321,825.2584290855164,2154.034737270015,5.342954938834648,3.9038782504379235,3.225164776832376,72.3,7.4,8.1,8.8,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,6.297236288941695,6.838165824296493,9.44075132458844
30,2021-08-06,San Francisco,226475.29511648702,11.028566875266332,110714.35287853157,68359.58948038754,43615.82188416846,8.410966360368915,5.7548717202524164,3.9648948975652094,69.8,0.8,0.9,1.0,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,11.028566875266332,12.93402607361077,13.819390953649613
27,2021-08-13,NYC,59804.290512122294,20.873292348252377,34165.617498611355,25212.65208607401,21528.07162098022,15.982633669674524,12.245120357457173,10.129400022549536,55.9,0.8,1.0,1.9,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,20.873292348252377,25.742560471973658,29.308949345338178
26,2021-08-13,Charlotte,5073665.843623145,20.584930345476675,3950962.363178298,2113586.160135903,1045328.7063220141,13.369593935721964,9.302124881203378,6.72016626398723,46.7,0.7,1.3,1.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,20.584930345476675,27.694158866852636,35.08634175723859
20,2021-08-13,San Diego,203619.2704068688,15.11589401142877,168681.78172319543,189568.41310502702,126879.48731994788,11.501671399822397,8.309622935671369,6.219346038132417,43.7,0.8,0.9,1.2,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,15.11589401142877,17.911510650321183,21.119004509231814
31,2021-08-13,Houston,45853.729642549835,37.220016723612005,41452.238702514194,34732.4378911485,27930.891376776613,29.850863304788188,22.566361587873455,15.780859376949216,63.3,7.0,7.2,7.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,37.220016723612005,44.86540201182343,49.53015632228809
31,2021-08-13,Denver,2176.2661757067735,6.838165824296493,1414.4924616366145,778.5200759873321,825.2584290855164,6.297236288941695,5.342954938834648,3.9038782504379235,72.6,9.1,9.9,10.5,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,6.838165824296493,9.44075132458844,11.5177166159979
31,2021-08-13,San Francisco,288826.755255514,12.93402607361077,226475.29511648702,110714.35287853157,68359.58948038754,11.028566875266332,8.410966360368915,5.7548717202524164,70.2,1.0,1.1,1.2,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,12.93402607361077,13.819390953649613,13.857885078868684
21,2021-08-20,San Diego,161479.64055886798,17.911510650321183,203619.2704068688,168681.78172319543,189568.41310502702,15.11589401142877,11.501671399822397,8.309622935671369,44.4,1.0,1.2,1.4,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,17.911510650321183,21.119004509231814,21.47939707764874
32,2021-08-20,Denver,2874.876670617494,9.44075132458844,2176.2661757067735,1414.4924616366145,778.5200759873321,6.838165824296493,6.297236288941695,5.342954938834648,73.1,10.0,10.9,11.5,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,9.44075132458844,11.5177166159979,12.645503666124412
32,2021-08-20,San Francisco,311102.80956178025,13.819390953649613,288826.755255514,226475.29511648702,110714.35287853157,12.93402607361077,11.028566875266332,8.410966360368915,70.7,1.1,1.2,1.3,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,13.819390953649613,13.857885078868684,12.818543697953533
27,2021-08-20,Charlotte,5371200.692106386,27.694158866852636,5073665.843623145,3950962.363178298,2113586.160135903,20.584930345476675,13.369593935721964,9.302124881203378,47.4,0.6,1.2,1.7,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,27.694158866852636,35.08634175723859,38.658640665989694
32,2021-08-20,Houston,47307.126757213395,44.86540201182343,45853.729642549835,41452.238702514194,34732.4378911485,37.220016723612005,29.850863304788188,22.566361587873455,63.5,7.1,7.3,7.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,44.86540201182343,49.53015632228809,50.77765508726432
28,2021-08-20,NYC,62198.163533328,25.742560471973658,59804.290512122294,34165.617498611355,25212.65208607401,20.873292348252377,15.982633669674524,12.245120357457173,56.7,0.9,1.1,1.8,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,25.742560471973658,29.308949345338178,31.327439885443088
28,2021-08-27,Charlotte,4832342.038070803,35.08634175723859,5371200.692106386,5073665.843623145,3950962.363178298,27.694158866852636,20.584930345476675,13.369593935721964,48.3,0.7,1.3,1.8,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,35.08634175723859,38.658640665989694,39.896566030408394
33,2021-08-27,San Francisco,249104.1250766704,13.857885078868684,311102.80956178025,288826.755255514,226475.29511648702,13.819390953649613,12.93402607361077,11.028566875266332,71.1,1.3,1.3,1.4,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,13.857885078868684,12.818543697953533,11.20179043875219
29,2021-08-27,NYC,61353.39309256782,29.308949345338178,62198.163533328,59804.290512122294,34165.617498611355,25.742560471973658,20.873292348252377,15.982633669674524,57.6,1.0,1.2,1.7,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,29.308949345338178,31.327439885443088,32.5097541902444
22,2021-08-27,San Diego,124292.73362087856,21.119004509231814,161479.64055886798,203619.2704068688,168681.78172319543,17.911510650321183,15.11589401142877,11.501671399822397,45.0,1.3,1.4,1.6,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,21.119004509231814,21.47939707764874,18.544771878712044
33,2021-08-27,Houston,46499.586953511076,49.53015632228809,47307.126757213395,45853.729642549835,41452.238702514194,44.86540201182343,37.220016723612005,29.850863304788188,63.7,7.1,7.3,7.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,49.53015632228809,50.77765508726432,49.47223673677137
33,2021-08-27,Denver,3478.8852238361324,11.5177166159979,2874.876670617494,2176.2661757067735,1414.4924616366145,9.44075132458844,6.838165824296493,6.297236288941695,73.5,10.4,11.4,12.1,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,11.5177166159979,12.645503666124412,14.104992789817544
34,2021-09-03,San Francisco,240922.06192215718,12.818543697953533,249104.1250766704,311102.80956178025,288826.755255514,13.857885078868684,13.819390953649613,12.93402607361077,71.5,1.4,1.4,1.5,0.4314689626774069,0.8913122527643952,0.3392810611003368,0.1151643532376211,0.3344377681485115,0.2219338198392173,0.9854717064259926,0.2208883187831757,12.818543697953533,11.20179043875219,9.546543054331764
34,2021-09-03,Denver,3604.4043503390353,12.645503666124412,3478.8852238361324,2874.876670617494,2176.2661757067735,11.5177166159979,9.44075132458844,6.838165824296493,73.8,10.4,11.6,12.3,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,12.645503666124412,14.104992789817544,14.339735795726227
23,2021-09-03,San Diego,89782.8786860952,21.47939707764874,124292.73362087856,161479.64055886798,203619.2704068688,21.119004509231814,17.911510650321183,15.11589401142877,45.7,1.6,1.7,1.8,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,21.47939707764874,18.544771878712044,16.598652009260647
34,2021-09-03,Houston,44339.28562196216,50.77765508726432,46499.586953511076,47307.126757213395,45853.729642549835,49.53015632228809,44.86540201182343,37.220016723612005,63.9,7.0,7.3,7.6,0.7516457694325631,0.9293759652921968,0.4654815233134646,0.1735362642291349,0.76631024717148,0.7198191417453285,0.8971199696578803,0.1746635798143106,50.77765508726432,49.47223673677137,43.80057270886158
30,2021-09-03,NYC,33358.22935913137,31.327439885443088,61353.39309256782,62198.163533328,59804.290512122294,29.308949345338178,25.742560471973658,20.873292348252377,58.9,1.1,1.2,1.6,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,31.327439885443088,32.5097541902444,32.79366519106841
29,2021-09-03,Charlotte,5068155.537187101,38.658640665989694,4832342.038070803,5371200.692106386,5073665.843623145,35.08634175723859,27.694158866852636,20.584930345476675,49.1,0.9,1.4,1.9,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,38.658640665989694,39.896566030408394,38.941595034999686
24,2021-09-10,San Diego,60657.06453045173,18.544771878712044,89782.8786860952,124292.73362087856,161479.64055886798,21.47939707764874,21.119004509231814,17.911510650321183,46.4,1.8,1.9,2.0,0.5170343802187086,0.8581315240296948,0.2917050520112291,0.0878405825073966,0.7487042792379341,0.3977996098594534,0.9316680825004874,0.2422726267742356,18.544771878712044,16.598652009260647,13.447791269273793
35,2021-09-10,Denver,4224.849379191502,14.104992789817544,3604.4043503390353,3478.8852238361324,2874.876670617494,12.645503666124412,11.5177166159979,9.44075132458844,74.1,10.2,11.5,12.3,0.4693030502370353,0.7700468367899331,0.3172331197099186,0.0594324395369902,0.2606925331433364,0.6769028903775698,0.9079494669591008,0.216895240120463,14.104992789817544,14.339735795726227,15.564481913510672
31,2021-09-10,NYC,29966.28777955667,32.5097541902444,33358.22935913137,61353.39309256782,62198.163533328,31.327439885443088,29.308949345338178,25.742560471973658,60.0,1.3,1.4,1.6,0.6665990325343041,0.9007367885528166,0.5331927422204699,0.2946567623811354,0.8450799576909643,0.1295490929069606,0.988377052718578,0.2370603351584131,32.5097541902444,32.79366519106841,32.65365428655246
30,2021-09-10,Charlotte,6936847.591227142,39.896566030408394,5068155.537187101,4832342.038070803,5371200.692106386,38.658640665989694,35.08634175723859,27.694158866852636,50.0,1.1,1.5,2.2,0.5487411375258293,0.813481228627227,0.2865524130749503,0.2435302525494415,0.967430426849942,0.2957094924974624,0.8147694548371467,0.2079029349264265,39.896566030408394,38.941595034999686,36.854806563551016
